店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
三顾冒菜(世贸店),42355178,冒菜,三顾冒菜,110795,http://p1.meituan.net/poi/1d9a370dfd58340bff66330ddab1b2d340293.png,4.2,36,29,金贸西路沿线,5312,20.01708,110.297284,龙华区金贸西路25号森基美好园11号铺面（世贸茶叶城与金银广场中间，秦淮府楼下）,,,,29代33元，45代50元;,周一至周日 10:30-21:00  非营业时段 2018-02-14至2018-02-19 全天,0898-68631993/18976091392,19994,冒菜不是菜，而是一种传统的烹饪工艺。“大锅、沸汤”的烹饪特点让三顾冒菜在营养锁定方面独具优势。具体做法是，将自选生鲜食材置于大锅沸汤中“冒”熟，而后用秘制纯油和老火靓汤调制出麻辣、微辣、三鲜等不同口味，满足大众美食需求，是都市一族热捧的时尚餐饮模式。三顾冒菜源自三顾茅庐的历史典故，传承悠久，精品正宗。三顾冒菜致力于打造中国冒菜品牌。 采用自主选菜、去水称重、透明厨房的经营方式，将《消费者权益保护法》规定的自主选择权、公平交易权、消费知情权等原原本本地奉还给顾客。看得见、选得着、吃得香是三顾冒菜的真实体验。亲，来吧，来一次就能喜欢上！,,False,1,40,19994,True,False
椰语堂(望海国际店),6688111,甜点饮品,椰语堂,667807,,4.4,26,13.8,望海国际广场,5313,20.030921,110.344881,美兰区海秀东路8号望海国际广场5楼（精品超市旁边）,5,,,13.8元椰子很芒，15.8元椰香冰激淋清补凉;43代50元;,周一至周日 10:00-23:00,0898-31381225,19972,椰语堂专门开发海南热带原生态特色饮品和海南本土传统特色各式粗粮点心，通过科学合理的营养配搭，做好的原生态健康休闲饮品。在海南，一种淳朴、自然、悠闲的生活方式直逼心灵，一种安静的力量穿透人的灵魂；在椰语堂，一种甜蜜、美妙、健康的滋味直达心底，一种悠闲的感觉驻扎在身体之中,,False,1,10,19972,True,False
啡曼特航空主题餐厅(友谊阳光城店),162091064,牛排,,0,,3.7,73,18,新友谊阳光城,5312,20.02353,110.32412,龙华区金龙路2号国贸友谊阳光城7F楼层7006,7,,,单人餐18元起，双人餐99元起;90代100元;,周一至周日 11:00-22:00,0898-68508565,19853,,,False,0,252,19853,False,False
牛局炭火烧肉(吾悦广场店),119837563,日式烧烤/烤肉,,0,,5,86,90,新城吾悦购物广场,5312,19.977514,110.339674,龙华区椰海大道新城吾悦广场4楼,4,,,双人餐188元，4人餐368元;90代100元;,周一至周日 11:30-14:00 17:30-21:00,0898-36665278,19840,,,False,0,318,19840,False,False
重庆小天鹅火锅(友谊商业广场店),6570373,重庆火锅,重庆小天鹅火锅,30955,http://p1.meituan.net/poi/__49026291__3597707.png,3.9,84,68,友谊广场,5312,20.037657,110.337516,龙华区大同路2号友谊商业广场6楼607号铺,6,,,9.2折（买单立享）;双人餐118元，3-4人餐238元;68代100元，88代100元;,周一至周日 09:30-21:30  2019-02-04至2019-02-06 休息,0898-66246234,19816,,,False,0,88,19816,True,False
四季原味椰子鸡,75722271,海南菜,,0,,3.7,63,85,国兴大道,5313,20.01755,110.37451,美兰区国兴大道63号大润发3楼,,,,8.5折（买单立享）;2-3人餐99元，3-4人餐188元，6-7人餐258元，10-12人餐598元;85代100元;,周一至周日 11:00-22:00  2019-02-03至2019-02-07 休息,0898-65328810,19451,三十三号庭院主打川湘菜，始终贯行辣的风味，却在传统做法上面调适口感，让辣中还带着清甜，更适合大众食用，男女老少咸宜，让人们过肠不忘。,,False,0,78,19451,True,False
潮欣牛肉店(海秀店),1176759,潮汕牛肉火锅,潮欣牛肉店,765597,,4.4,50,128,海秀中路,5312,20.01735,110.314617,龙华区海秀中路75号-1粤通大厦1楼（近奥林匹克花园）,,,有停车位,双人餐128元，5人餐288元，6人餐338元，8人餐398元，10人餐468元;,周一至周日 09:00-02:00  2019-02-01至2019-02-19 休息,0898-68951883,19408,潮欣牛肉店于1996年开业以来，深受各界朋友支持与厚爱，首家为东湖店，现因租约期满已结束营业，请各位朋友认准潮欣品牌。 本店是专营全牛系列火锅为主的餐饮名店，食材新鲜优质，汤料上乘，物美价廉，口味正宗，潮汕牛肉丸，新鲜牛肉，请到潮欣牛肉店。,,False,1,44,19408,False,False
薇薇安(万达店),164915168,蛋糕,,0,,4.3,22,16.9,万达广场,5314,19.97915,110.2784,秀英区224国道万达广场3楼中庭,3,,,16.9元千层蛋糕切件，122.9元蛋糕9选1，228元蛋糕10选1，238元蛋糕9选1;,周一至周日 09:30-22:00  2019-02-04至2019-02-09 休息,18789782181,19285,,,False,1,128,19285,False,False
小龙坎老火锅(解放西路店),163540423,四川火锅,小龙坎,2883441,http://p0.meituan.net/poi/108c210fe9a4ae636e2711fa68841da394319.png,4.9,77,25,解放西/泰龙城,5312,20.039432,110.340818,龙华区解放西路金棕榈广场三楼,3,,,25代50元，88代100元;,周一至周日 10:00-22:00  2019-02-04至2019-02-09 休息,0898-32162888,19003,,,False,0,350,19003,False,False
爱尚火锅(秀英店),4588253,火锅,爱尚火锅,781711,,3.6,33,76.8,秀英小街,5314,20.007828,110.28599,秀英区秀英区金鼎路24号2楼,,,,2-3人餐76.8元，3-4人餐99元，3-4人餐99.9元，3-4人餐99.9元，5-6人餐145.8元;82代100元;,周一至周日 09:30-23:00,0898-68651277,18942,,,False,0,72,18942,True,False
普洛旺斯餐厅(日月店),118845650,西式简餐,,0,,4.3,58,45,国兴大道,5313,20.016169,110.350806,美兰区国兴大道海航日月广场摩羯座4楼,4,,,单人餐45元，3人餐135元;95代100元;,周一至周日 11:30-21:00  2019-02-04至2019-02-06 休息,0898-32884128,18679,,,False,0,250,18679,False,False
WOW西餐酒吧(国贸店),165394696,西餐,,0,,4.9,52,39.9,玉沙路,5312,20.024609,110.32021,龙华区玉沙路13号海德堡酒店2楼,,,,单人餐39.9元，3-4人餐81元，双人餐89元，2-4人餐99元，3-4人餐168元;,周一至周日 19:00-04:00,17689798350/17689892037,18621,,,False,0,151,18621,False,False
东就鸭饭店(西沙店),6998501,海南菜,东就鸭饭店,125318,,4.5,35,92,美兰区,5313,20.019838,110.334965,美兰区西沙路40号富源商业楼一层（天长地久婚纱摄影对面）,,,,9.5折（买单立享）;2-3人餐98元，3-4人餐148元，3-4人餐188元，5-6人餐288元，8-10人餐688元;92代100元，180代200元;,周一至周日 11:00-14:30 17:00-21:00,0898-36363155,18513,,,False,1,50,18513,True,False
布鲁斯音乐餐吧,52355182,歌舞表演餐厅,,0,,4.2,50,78,美源商业广场,5312,20.028368,110.322208,龙华区国贸北路14号（老边饺子旁）,,,停车位收费标准：详情咨询商户,3-4人餐78元，2-3人餐88元，2-3人餐98元，2-3人餐129元，5人餐138元，2-3人餐148元;88代100元;,周一至周日 17:30-02:00  非营业时段 2018-02-15至2018-02-21 全天,0898-32829000,18418,,,False,1,141,18418,True,False
尊宝比萨(国贸店),68350,披萨,尊宝比萨,23791,http://p0.meituan.net/poi/8af8b0c187740afe5d18138d1d96d44069386.png,4.4,32,10,国贸大道,5312,20.02837,110.32438,龙华区国贸大道16号金福城小区C座二楼,2,,,单人餐10元起，11.5元黄金蝴蝶虾，21元精彩单人餐，28元芝士焗榴莲，40元水果什锦比萨，40元超值单人餐，1-2人餐42元，56元榴莲比萨，1-3人餐59元，59元精彩双人餐，63元超值双人餐，72元超多榴莲双人餐，79元欢乐家庭餐;,周一至周日 10:00-22:00,0898-66503598,18313,尊宝比萨在海口共有7家分店，这里做的是海口最正宗的比萨，有19不同口味。尊宝以其地道的烘焙手法赢得众多消费者的亲睐。尊宝比萨本着以消费者为主的理念，不断创新产品，完善服务机制，为消费者提供经济实惠的产品和贴心的服务。,,False,1,121,18313,True,False
杨铭宇黄焖鸡米饭(南亚广场店),50673555,黄焖鸡,,0,,4.1,14,12.9,南亚广场,5313,20.03154,110.35099,美兰区和平路56-3号,,,免费提供3个停车位,12.9元单人黄焖鸡套餐，17.9元双人黄焖鸡套餐;,周一至周日 09:00-21:00  2019-02-03至2019-02-06 休息,13648616858,18217,,,False,1,4,18217,True,False
华莱士(宗恒店NO2),95498,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.1,12,10.9,高铁东站、龙昆南,5315,20.00199,110.36298,琼山区琼州大道53号,,,免费提供5个停车位,10.9元单人套餐，11.9元单人小吃拼盘套餐;,周一至周日 08:00-22:00,0898-65857127/13379897127,18205,仅6.4折，即享华莱士炸鸡汉堡单人套餐,,False,1,62,18205,True,False
好兄弟碳烤羊腿(承接户外烧烤.烤全羊)(金垦店),97040474,烤羊腿,,0,,5,48,95,金牛岭公园周边,5312,20.003394,110.313439,龙华区金牛路老稻美食街C栋4楼,,,,双人餐158元，3-4人餐168元，5-6人餐300元，7-8人餐448元，8-12人餐1180元;95代100元;,周一至周日 16:00-02:00,0898-68913415/13698981115,18181,,,False,1,161,18181,False,False
华莱士(四中店),108713101,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,3.8,21,11.9,美兰区,5313,20.02766,110.3716,美兰区美苑路53号,,,,11.9元时尚简约，26.9元双人套餐，51.9元欢聚四人套餐;,周一至周日 09:00-01:00,0898-65348767,18078,,,False,1,168,18078,False,False
小猪猪(日月广场店),113276886,韩式烤肉,,0,,5,70,88,国兴大道,5313,20.016178,110.35073,美兰区国兴大道16号日月广场东1摩羯座4层,4,,,双人餐149元起，3-4人餐299元;88代100元;,周一至周日 11:00-15:00 17:00-21:30,0898-68966668,17999,,,False,0,169,17999,False,False
椰子不语(宜欣店),98525557,海南菜,椰子不语,2883150,,5,76,92,宜欣广场,5312,20.024657,110.31266,龙华区金贸中路与明珠路交叉口宜欣城4楼,4,,,9.5折（买单立享）;双人餐99.9元起，4人餐299.9元，6人餐486元，8人餐569元;92代100元;,周一至周日 11:00-22:00,0898-36606659,17991,,,False,1,150,17991,True,False
宝丽餐厅(京华城店),5392691,粤菜,,0,,3.8,58,90,京华城,5312,20.028737,110.319513,龙华区玉沙路西侧海岸金城2层2号商铺,2,,有停车位,90代100元;,周一至周日 11:00-22:00,0898-68526669,17749,,,False,1,2,17749,True,False
热带果道水果主题餐厅(滨江店),6779517,特色菜,,0,,5,82,29,滨江路,5313,20.039296,110.375178,美兰区滨江路72号,,,免费提供100个停车位,其他29元，双人餐38元起，4-5人餐398元，6-7人餐598元，10人餐998元，9-10人餐998元，9-10人餐1288元，9-10人餐1588元;88代100元;,周一至周日 07:00-21:00,0898-65255137/15120819632,17704,野菜道是假日集团最新劲推品牌。野菜道倡导“健康养生，野菜当先”的健康理念。野菜道专营的野菜是无污染、无公害的绿色食品。欢迎各位前来品尝,,False,0,184,17704,True,False
匠子烤鱼(宜欣店),91472825,烤鱼,,0,,4.1,69,99,宜欣广场,5312,20.024918,110.312885,龙华区明珠路89号宜欣城4楼,4,,,99代110元;,周一至周日 11:00-14:00 17:00-21:30  2019-02-04 休息,0898-36606669,17497,,,False,0,209,17497,False,False
淘米·鹅公馆(坡博总店),102502419,海南菜,,0,,5,46,90,坡博村,5312,20.003416,110.336581,龙华区坡博路1号虹冠大厦1楼,,,,9.5折（买单立享）;2-3人餐99.9元，3-4人餐169.9元，4-6人餐199.9元，4-6人餐219.9元，6-8人餐339.9元;90代100元;,周一至周日 10:30-22:30  2019-02-04至2019-02-08 休息,0898-65779122,17448,,,False,0,118,17448,True,False
赖胖子肉蟹煲(友谊广场店),95096122,肉蟹煲,赖胖子肉蟹煲,2885366,,3.8,57,90,友谊广场,5312,20.037648,110.337224,龙华区大同路友谊商场6楼,6,,,双人餐128元，4人餐168元，6人餐228元;90代100元;,周一至周日 11:00-16:00 17:00-21:30,0898-66769637,17367,,,False,1,253,17367,False,False
鱼尚鲜草帽石锅鱼(友谊阳光城店),162124703,鱼火锅,,0,,4.1,66,128,新友谊阳光城,5312,20.023355,110.3239,龙华区金龙路2号友谊阳光城6A层,6A,,,双人餐128元，3-4人餐178元，5-6人餐256元;,周一至周日 11:00-21:30,0898-68508389,17324,,,False,0,298,17324,False,False
芝麻张花猪肚包鸡,92979397,猪肚鸡火锅,,0,,4.7,40,29.9,高铁东站、龙昆南,5315,19.990465,110.350522,琼山区振兴路大园里13号（如家对面巷内）,,,,双人餐29.9元起，2-3人餐78元，4人餐88元起;,周一至周日 11:00-03:00,18889146968,17242,,,False,0,36,17242,True,False
汇茶(海口中山北店),157042935,奶茶/果汁,,0,,5,10,8.8,高铁东站、龙昆南,5315,19.999847,110.356003,琼山区中山北路与文庄路交口（中国工商银行旁）,,,,8.8元招牌饮品;16.8代20元;,周一至周日 10:00-21:00,18789261518,17196,,,False,1,119,17196,False,False
海特椰子鸡,4095821,海南菜,,0,,3.8,67,82,京华城,5312,20.029025,110.319669,龙华区玉沙路金城国际3楼（椰海大酒店对面）,3,,,双人餐123元起，6人餐258元，3-4人餐298元，8-10人餐788元;82代100元;,周一至周日 10:30-22:00,0898-68570066,17095,,,False,1,6,17095,True,False
日之船章鱼小丸子,6846253,小吃快餐,,0,,4,11,5.5,解放西/泰龙城,5312,20.039564,110.340565,龙华区解放西路9号金棕榈商业广场一层E01号商铺,1,,,5.5元美味鱼蛋，5.9元章鱼小丸子小份，8.9元撒尿牛肉丸，10.5元章鱼小丸子;17.8代20元;,周一至周日 11:00-22:00  2019-02-04至2019-02-08 休息,13676000806,17089,,,False,1,168,17089,True,False
海岸客家(吾悦广场店),157864160,客家菜,,0,,3.5,39,89.9,新城吾悦购物广场,5312,19.977204,110.338763,龙华区椰海大道吾悦广场4楼（星轶国际影城旁）,4,,,89.9代100元;,周一至周日 11:30-14:00 17:00-21:00,0898-66803969,17073,,,False,1,139,17073,False,False
薇薇安(望海店),163276718,蛋糕,,0,,4.1,22,9.9,明珠广场,5313,20.029917,110.345833,美兰区大英路望海国际后门对面,,,,9.9元甜筒冰淇淋，13.9元鲜榨果汁4选1，16.9元千层蛋糕切件，122.9元蛋糕9选1，228元蛋糕10选1，238元蛋糕9选1;,周一至周日 09:00-23:30,18389673305,17059,,,False,1,117,17059,False,False
海岸客家(友谊阳光城店),161839181,客家菜,,0,,3.5,38,69,新友谊阳光城,5312,20.023673,110.324036,龙华区金龙路友谊阳光城7A楼层,7A,,,双人餐69元起;89.9代100元;,周一至周日 11:00-14:00 17:00-21:00  非营业时段 2018-02-15至2018-02-18 08:00-23:30,0898-68508616,17030,,,False,1,194,17030,False,False
浅夏の约(友谊阳光城店),164225979,饮品店,,0,,4.4,24,0,新友谊阳光城,5312,20.022968,110.323672,龙华区金龙路友谊阳光城1楼,1,,,,周一至周日 09:30-22:30,0898-68511043,16949,,,False,1,2,16949,False,False
麦栗工坊(国贸店),60151,栗子/干果,麦栗工坊,2884836,,4.4,22,19.6,玉沙路,5312,20.02562,110.320502,龙华区玉沙路16-1号富国商业广场一楼工商银行旁（麦当劳前面）,1,,,19.6元散装核桃味瓜子;45代50元;,周一至周日 08:30-23:00,0898-68535985,16647,海南庆佳味食品有限公司是一家集研发、加工、销售、连锁经营为一体的综合性绿色休闲食品企业。公司于2003年正式成立，总部坐落于海南国际旅游岛省会城市-海口市，主要经营干果类、炒货类、蜜饯类、肉制品类、糕点糖果类、果冻饮料类、素食类和礼盒补品类等特色绿色健康休闲食品。公司特色产品——'糖炒板栗'，选料上乘，运用独有传统配方现场炒制，使产品味道鲜美、风格别致，已成为休闲食品行业中的翘楚。,,False,1,0,16647,True,False
探炉风尚烤鱼(友谊阳光城店),161065494,烤鱼,,0,,3.7,65,90,新友谊阳光城,5312,20.023437,110.323915,龙华区金龙路2号友谊阳光城6A楼,6A,,,双人餐128元，4人餐158元;90代100元;,周一至周日 11:30-21:30  2019-02-05至2019-02-07 休息,0898-68522819,16105,,,False,1,248,16105,True,False
莱得快,158683640,小吃快餐,,0,,5,20,16.8,国兴大道,5313,20.015705,110.349401,美兰区国兴大道8号日月广场一号星悦下沉广场,-1,,,24.8元招牌单人餐;16.8代20元;,周一至周日 09:30-22:30,13700441398,16083,,,False,1,203,16083,False,False
草原地道碳烤羊腿,5358988,烤羊腿,,0,,4,48,148,高铁东站、龙昆南,5315,20.006509,110.369858,琼山区红城湖路攀丹古村美食广场旁,,,商家服务：免费提供20个停车位,3-4人餐148元，3-4人餐158元，5-6人餐188元，5-6人餐198元，6-8人餐328元;,周一至周日 17:30-02:30  2019-02-01至2019-02-12 休息,13876090804,16013,,,False,0,61,16013,False,False
海口喜来登椰风全日西餐厅,1178924,综合自助,,0,,4,144,19.9,西海岸,5314,20.051936,110.215054,秀英区滨海大道136号喜来登温泉度假酒店1楼,,,,19.9元听海酒廊·西式甜点，单人餐88元起，单人餐88元起，108元英式下午茶双人餐，生日蛋糕188元，单人晚餐218元，单人晚餐248元，双人晚餐299元，双人晚餐399元，单人晚餐999元;,周一至周日 17:30-23:00,0898-68708888,15838,,,False,0,33,15838,True,False
美好木本生活,4198872,快餐,,0,,3.7,35,68,金盘,5312,19.996087,110.313908,龙华区南海大道83号京江广场（南海大道与金牛路交叉口）,,,,双人餐68元起，2-3人餐88元，2-3人餐88.8元，2-3人餐99元，4-5人餐128元，5-6人餐158元;85.9代100元;,周一至周日 09:00-24:00,0898-66822327,15752,木本生活以精品快餐为主打，以年轻人为重点消费群体，适合于各阶层人员的消费理念。店里以精致、简单大方、干净卫生的理念来服务大家。下午、晚上时间推出精致下午餐，让您休闲娱乐同时享受美味体验。,,False,1,2,15752,True,False
